BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2013;640015921;640780821;NIV1;;15;;;;3;415;48;0;0;0;0;0;0;1637;0;0;0;309;1504;58;374;0;308;0;1;2;0;141;3554;0;7;0;1;107;106;40;38;0;25;0;0
PERINAT;2013;640017646;640017638;NIV1;;10;;;;1;209;18;0;0;0;0;0;0;741;0;0;0;154;674;36;196;0;154;0;0;0;0;4348;576;;1;0;0;;;;;;0;0;0
PERINAT;2013;640780482;640012209;NIV1;;17;;;;4;1429;140;0;0;0;0;0;0;5261;0;0;0;1169;4918;257;1488;0;1152;0;17;5;0;;;;32;0;1;213;176;;;;2;1;234
PERINAT;2013;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;1234;763;;;0;;;;;;;0;
PERINAT;2013;640780946;640000469;NIV1;;39;;;;5;2078;151;0;0;0;0;0;0;9068;0;0;0;1656;8058;294;1959;1;1632;0;24;7;0;;;;17;0;1;154;148;123;7;;19;1;394
PERINAT;2013;650000045;650780158;NIV1;;15;;;;2;349;35;0;0;0;0;0;0;1367;0;0;0;234;1237;47;323;0;231;0;3;2;0;;;;4;0;1;104;131;72;;;3;0;0
PERINAT;2013;650000417;650783160;NIV2;EXT;21;6;3;;3;1278;112;219;25;56;13;0;0;5530;1774;151;0;891;4740;213;1737;37;868;0;23;5;0;14366;1555;330;12;0;1;319;350;189;25;6;34;0;0
PERINAT;2013;650780679;650000243;NIV1;;23;;;;3;1198;112;0;0;0;0;0;0;4889;0;0;0;875;4221;172;1086;0;862;0;13;3;0;;;;5;0;1;131;185;131;;;1;0;0
PERINAT;2013;650784218;650780174;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1979;2550;66;0;0;1;45;;37;;;0;0;0
PERINAT;2013;660000084;660780180;NIV3;;44;22;5;6;4;2890;398;697;29;218;19;167;7;13091;7270;1384;1868;1856;10247;402;3369;15;1800;2;56;38;0;10971;3691;466;73;6;1;1331;1290;939;86;3;71;0;0
PERINAT;2013;660780669;660000324;NIV1;;48;;;;4;2236;181;0;0;0;0;0;0;9469;0;0;0;1757;8473;335;2123;2;1746;0;11;2;0;;;;14;0;1;290;272;171;;;7;0;0
PERINAT;2013;660780784;660000407;NIV1;;24;;;;3;1749;136;0;0;0;0;0;0;7291;0;0;0;1331;6599;253;1621;0;1316;1;15;5;0;;;;11;0;1;149;108;46;;;9;1;212
PERINAT;2013;670000082;670780147;NIV1;;30;;;;6;1798;215;0;0;0;0;0;0;6742;0;0;0;1385;6167;287;1560;16;1376;0;9;1;0;;;;26;0;1;192;204;136;12;19;2;0;0
PERINAT;2013;670000157;670780337;NIV2;;43;10;4;;5;2634;236;428;14;225;14;0;0;10970;3250;930;0;1632;8192;315;2343;2;1611;1;21;11;0;25874;6369;0;32;0;1;331;301;229;25;;25;0;0
PERINAT;2013;670000165;670780345;NIV2;;16;4;;;3;1321;171;195;14;0;0;0;0;4568;1049;0;0;953;4186;173;1153;2;942;0;11;4;0;;;;48;0;1;158;157;129;5;;2;0;0
PERINAT;2013;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2013;670000272;670780543;NIV1;;10;;;;2;489;44;0;0;0;0;0;0;1927;0;0;0;366;1601;60;350;0;364;0;2;0;0;8842;3125;140;14;0;1;68;58;50;0;;0;0;0
PERINAT;2013;670000397;670780691;NIV2;;26;4;;;3;1526;161;217;9;0;0;0;0;6025;1076;0;0;1121;5384;161;1194;1;1107;0;14;3;0;17050;4699;18;46;0;1;227;175;212;6;0;3;0;0
PERINAT;2013;670000405;670780709;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;102;111;;;1;13;26;13;;;;0;
PERINAT;2013;670780113;670780055;NIV2;;58;6;;;9;4256;299;458;10;0;0;0;0;17720;2587;0;0;3418;16241;620;4078;1;3345;4;73;38;0;40246;26830;;243;296;1;814;806;755;0;;31;1;1043
PERINAT;2013;670780170;670000116;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;4;1;4;;0;0;
PERINAT;2013;670780212;670014604;NIV2;;38;6;;;6;2223;149;283;23;0;0;0;0;9599;983;0;0;1799;8694;422;2702;39;1780;0;19;2;0;;3512;634;44;0;0;;;;;;0;0;0
PERINAT;2013;670783273;670780055;NIV3;EXT;59;37;18;16;9;4067;320;903;25;489;29;477;50;19748;11559;5562;4293;2768;15606;684;5903;6;2658;7;110;29;0;28597;19065;;118;97;1;1064;1019;927;2;;18;0;0
PERINAT;2013;680000197;680000049;NIV1;;10;;;;2;592;56;0;0;0;0;0;0;2361;0;0;0;432;2037;117;767;0;428;0;4;6;0;;;;15;0;0;;;;;;0;0;0
PERINAT;2013;680000320;680000643;NIV1;;38;;;;4;2324;165;0;0;0;0;0;0;9225;0;0;0;1749;8148;356;2038;0;1732;0;17;10;0;;;541;10;0;0;;;;;;8;0;0
PERINAT;2013;680000494;680000643;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;1;302
PERINAT;2013;680000544;680000395;NIV1;;10;;;;2;565;77;0;0;0;0;0;0;2103;0;0;0;421;1908;95;581;0;418;0;3;1;0;;1073;1;19;0;1;59;43;43;;;0;0;0
PERINAT;2013;680000601;680000437;NIV1;;10;;;;3;724;68;0;0;0;0;0;0;2681;0;0;0;476;2249;96;560;0;471;0;5;1;0;1935;914;2724;14;0;1;93;89;90;4;;7;0;0
PERINAT;2013;680000627;680000486;NIV3;EXT;58;25;9;6;8;4014;324;621;3;171;4;240;35;19318;7177;2721;1926;2772;16376;641;5732;2;2703;2;69;26;0;31014;3178;;31;12;1;1204;1175;1006;38;9;34;0;0
PERINAT;2013;680000700;680001005;CPPR;;;;;;;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;22;21;22;;;0;0;0
PERINAT;2013;680001195;680016011;NIV1;;20;;;;3;986;54;0;0;0;0;0;0;3784;0;0;0;832;3509;156;843;0;831;0;1;2;0;8266;4906;415;35;0;0;;;;;;0;0;0
PERINAT;2013;680001245;680000973;NIV2;INT;46;18;6;;5;2637;218;389;18;102;10;0;0;11536;4090;1509;0;1967;10187;374;2781;0;1932;0;35;15;0;19505;15450;142;21;0;1;572;542;327;29;6;2;0;0
PERINAT;2013;690000013;690780036;NIV1;;14;;;;3;1148;87;0;0;0;0;0;0;4167;0;0;0;893;3724;125;772;1;892;0;1;3;0;2388;5090;95;62;0;1;106;101;48;2;;0;0;0
PERINAT;2013;690000021;690780044;NIV1;;23;;;;4;1723;153;0;0;0;0;0;0;6790;0;0;0;1307;6036;331;2073;3;1298;0;9;4;0;4265;2279;266;8;0;1;172;337;111;4;;0;0;0
PERINAT;2013;690000575;690782222;NIV2;;21;12;6;;4;2332;125;366;68;187;5;0;0;10301;4166;1719;0;1764;8629;375;2899;11;1734;0;30;7;0;13780;309;;46;0;1;264;240;128;3;;0;0;0
PERINAT;2013;690000625;690782271;CPPR;;0;;;;;7;5;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1832;4332;;0;0;1;90;125;42;0;0;0;0;0
PERINAT;2013;690007539;690781810;NIV3;;93;36;18;14;8;6150;666;589;13;425;22;429;21;29491;12823;6400;4864;4331;25095;905;8378;50;4174;9;157;96;0;15961;39927;;135;1;1;1371;1336;720;182;;103;1;1130
PERINAT;2013;690022959;690000732;NIV2;;78;15;;;7;5005;348;410;27;0;0;0;0;23262;4274;0;0;3912;20472;1138;8088;29;3836;0;76;15;0;;;;19;0;1;;299;;;;24;1;698
PERINAT;2013;690780150;690000104;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3007;1777;29;0;0;0;;;;;;0;0;0
PERINAT;2013;690780358;690000195;NIV2;;70;9;;;10;3542;268;276;14;0;0;0;0;13692;2316;0;0;2940;12166;538;3614;28;2878;1;62;10;0;;;;33;0;0;;;;;;6;1;833
PERINAT;2013;690780390;690000229;NIV1;;38;;;;2;845;84;0;0;0;0;0;0;3436;0;0;0;593;2821;143;1009;1;592;1;1;3;0;;;;8;0;0;;;;;;1;0;0
PERINAT;2013;690780416;690031190;NIV1;;30;0;;;5;2473;239;0;0;0;0;0;0;9526;0;0;0;1911;8601;419;2803;2;1898;0;13;10;0;;;;45;0;1;162;143;81;;0;0;0;0
PERINAT;2013;690781836;690006598;;;;;;;;7;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;0;0;0
PERINAT;2013;690782834;690000724;NIV1;;20;;;;4;1143;70;0;0;0;0;0;0;4257;0;0;0;955;3876;160;829;2;952;0;3;7;0;;;;4;0;0;;;;;;0;1;368
PERINAT;2013;690783154;690781810;;;0;;;;;6;1;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;1832;1678;719;0;13;0;0;0
PERINAT;2013;690784137;690781810;NIV2;;38;18;6;;4;3283;605;329;8;248;7;0;0;12732;6509;2173;0;2006;10100;495;3349;33;1968;0;38;30;0;6842;7260;925;13;2;1;563;518;148;;;25;0;0
PERINAT;2013;690784152;690781810;NIV3;EXT;76;36;18;15;7;5224;586;634;13;356;7;378;21;24431;12038;5950;5237;4002;20977;854;7714;63;3864;6;138;49;0;8557;8990;;40;6;1;869;910;280;89;;67;0;0
PERINAT;2013;690805361;690805353;NIV1;;21;0;0;0;4;1769;148;0;0;0;0;0;0;6202;0;0;0;1481;5873;203;1087;1;1472;1;9;5;0;7304;2047;106;28;0;0;;;;;;1;0;0
PERINAT;2013;690807367;690003447;NIV1;;20;;;;3;1237;85;0;0;0;0;0;0;4793;0;0;0;992;4242;192;1180;0;981;1;11;3;0;;;;14;0;0;;;;;;0;0;0
PERINAT;2013;690807599;690006598;NIV1;;22;0;0;0;3;1607;96;0;0;0;0;0;0;6073;0;0;0;1252;5399;284;1658;5;1244;0;8;6;0;8713;6948;227;77;0;1;145;141;69;13;1;1;0;0
PERINAT;2013;700000029;700004591;NIV2;;25;6;;;4;1720;138;152;6;0;0;0;0;7200;1881;0;0;1149;6069;195;1496;1;1131;1;18;2;0;;;;4;0;1;209;167;86;29;3;3;0;0
PERINAT;2013;700780059;700004591;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;14;10;;;0;0;
PERINAT;2013;700780208;700004591;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;25;29;25;;;0;0;
PERINAT;2013;710010067;710780644;NIV1;;15;;;;;913;85;0;0;0;0;0;0;3342;0;0;0;636;2920;100;638;0;627;0;9;5;0;;;;8;0;1;138;143;112;3;;16;0;0
PERINAT;2013;710010786;710781451;NIV1;;10;;;;;462;38;0;0;0;0;0;0;1681;0;0;0;317;1448;70;380;0;313;0;4;0;0;;;;4;0;1;89;70;46;;0;1;0;0
PERINAT;2013;710978263;710780958;NIV2;;42;14;7;;1;2525;274;337;15;204;16;0;0;10221;4230;2563;0;1815;8561;317;2096;8;1785;4;30;3;0;7485;8319;200;7;0;1;392;366;61;35;0;6;0;0
PERINAT;2013;710978289;710780263;NIV2;;46;10;3;;4;2138;124;228;46;89;5;0;0;8980;1943;766;0;1683;8022;190;1377;1;1654;1;29;6;0;9813;4800;;16;0;1;442;442;192;250;0;11;0;0
PERINAT;2013;710978313;710976705;CPPR;;;;;;;5;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;122;119;84;;;0;0;0
PERINAT;2013;710978347;710781204;NIV1;;23;;;;4;1281;121;0;0;0;0;0;0;4444;0;0;0;918;3857;161;994;0;911;0;7;5;0;12188;3847;210;152;0;1;76;100;37;1;0;1;0;0
PERINAT;2013;720000033;720000025;NIV3;INT;82;24;6;8;9;5225;629;554;25;150;7;189;15;21491;5803;1574;1952;3874;19014;587;3943;30;3797;4;77;36;0;13427;15437;;55;0;1;1101;1110;381;124;1;20;0;0
PERINAT;2013;720000231;720000637;NIV2;;45;12;3;;11;2543;218;303;5;121;5;0;0;10507;2618;682;0;1894;9235;474;3018;1;1875;0;19;13;0;;;;18;0;1;71;107;30;;;20;1;348
PERINAT;2013;720016179;720016724;NIV1;;22;;;;3;990;161;0;0;0;0;0;0;3554;0;0;0;610;2945;102;674;0;602;0;8;2;0;3795;4647;133;15;0;1;104;112;41;11;;2;0;0
PERINAT;2013;730000031;730000015;NIV3;;72;18;6;10;7;4525;451;484;10;213;7;268;10;19015;5562;1951;3153;3361;16403;738;5608;32;3300;2;61;25;0;;9255;;88;1;1;393;;113;26;8;28;0;0
PERINAT;2013;730000080;730780103;NIV1;;16;0;0;0;2;456;54;0;0;0;0;0;0;1683;0;0;0;332;1532;52;329;0;332;0;0;2;0;2600;562;32;1;0;1;89;90;74;1;0;0;0;0
PERINAT;2013;730000098;730780111;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;88;100;40;48;;0;0;0
PERINAT;2013;730000247;730780525;NIV1;;12;;;;2;348;44;0;0;0;0;0;0;1249;0;0;0;237;1144;46;275;0;237;0;0;0;0;;;;4;0;1;117;114;87;5;2;6;0;0
PERINAT;2013;730000262;730002839;NIV2;;26;6;;;3;1422;188;318;28;0;0;0;0;5567;2045;0;0;988;4927;244;1563;4;978;0;10;8;0;4833;3752;;19;0;1;270;292;164;11;1;6;0;0
PERINAT;2013;740000237;740781133;NIV2;;40;18;6;;5;3251;120;411;11;133;11;0;0;14666;5620;875;0;2550;12977;495;3467;8;2484;3;66;27;0;10508;7824;436;48;0;1;690;703;214;88;6;31;0;0
PERINAT;2013;740000302;740781216;NIV1;;25;0;0;0;3;1247;95;0;0;0;0;0;0;4637;0;0;0;974;4200;162;969;0;973;0;1;5;0;9258;7010;513;32;0;1;412;349;310;8;0;3;0;0
PERINAT;2013;740000328;740790381;NIV2;;30;6;;;4;2085;231;236;15;0;0;0;0;7570;2223;0;0;1554;6771;308;1724;1;1532;1;22;9;0;9169;12279;585;60;0;1;437;421;363;13;1;17;0;0
PERINAT;2013;740014345;740000617;NIV1;;27;0;0;0;7;1643;176;0;0;0;0;0;0;6236;0;0;0;1251;5574;275;1582;0;1239;1;12;1;0;;;;24;0;1;191;33;100;1;0;0;0;0
PERINAT;2013;740780424;740000120;NIV1;;30;;;;4;1637;124;0;0;0;0;0;0;6697;0;0;0;1399;6441;271;1530;0;1390;1;9;3;0;;;;21;0;1;46;11;36;46;5;16;0;0
PERINAT;2013;740780440;740014303;;;;;;;;47;35;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;32;54;;0;;0;0;0
PERINAT;2013;740781141;740790258;NIV2;;35;9;;;7;2203;112;424;28;0;0;0;0;10236;3373;0;0;1752;8883;309;2190;6;1715;0;37;12;0;7265;44112;1515;38;2;1;405;456;253;152;;5;1;371
PERINAT;2013;740781166;740001839;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;;;;0;;;;;;;0;
PERINAT;2013;740781224;740001839;NIV2;;30;6;;;4;1793;202;193;17;0;0;0;0;7219;1507;0;0;1299;6291;255;1700;0;1286;0;13;8;0;7374;5218;133;23;2;1;242;214;181;26;;6;0;0
PERINAT;2013;750000499;750140014;;;;;;;;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;750000523;750150120;NIV2;;39;21;6;;6;4118;687;679;105;230;24;0;0;14044;7068;2156;0;3022;12700;628;3551;13;2988;1;34;16;0;;;;125;138;0;;;;;;3;0;0
PERINAT;2013;750100042;750712184;NIV2;;44;9;0;0;5;3450;269;439;17;0;0;0;0;13760;2356;0;0;2328;11120;521;3537;6;2305;0;23;30;0;2655;9814;104;99;0;1;1086;1132;757;3;1;10;0;0
PERINAT;2013;750100075;750712184;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;552;602;148;;;0;0;0
PERINAT;2013;750100109;750712184;NIV3;;60;41;15;8;7;5442;432;1097;44;377;13;298;4;22807;13508;4908;2405;3953;19716;934;6526;32;3789;7;164;89;0;9425;17655;0;153;18;1;370;146;178;72;34;140;1;202
PERINAT;2013;750100125;750712184;NIV2;EXT;41;9;;;3;3520;577;380;26;0;0;0;0;12662;2967;0;0;2364;11280;671;4161;4;2335;2;29;25;0;10654;11157;2933;108;0;1;1081;1043;298;164;5;8;0;0
PERINAT;2013;750100166;750712184;NIV3;INT;100;63;21;21;13;8241;1480;1103;51;491;45;524;48;34401;10528;5455;7584;5030;28583;1264;10586;42;4811;11;219;97;0;17656;9373;0;160;2;1;2219;2015;890;360;25;126;1;887
PERINAT;2013;750100208;750712184;NIV3;EXT;36;60;24;16;3;3788;185;1100;105;420;6;586;19;15121;13968;7672;5323;2971;13631;907;5453;1;2753;27;218;142;0;10393;17767;959;209;1;0;0;0;0;0;0;152;0;0
PERINAT;2013;750100232;750712184;NIV2;;37;12;3;;4;3377;503;508;47;104;10;0;0;13504;3640;683;0;2181;11070;503;3574;2;2142;0;39;23;0;5027;5835;442;21;1;1;714;833;200;89;;13;1;302
PERINAT;2013;750100273;750712184;NIV2;;53;12;;;6;3852;136;474;29;0;0;0;0;17012;3086;0;0;2752;13812;670;4464;2;2718;1;34;35;0;7304;10424;2802;43;0;1;630;561;410;59;0;18;1;632
PERINAT;2013;750150013;750811887;NIV1;;44;0;0;0;9;3510;274;0;0;0;0;0;0;14642;0;0;0;2837;13398;543;3236;38;2824;0;13;4;0;6955;15921;4134;65;0;1;1104;1034;404;117;34;0;1;800
PERINAT;2013;750150104;750720476;NIV1;;30;;;;4;2406;209;0;0;0;0;0;0;9112;0;0;0;2064;8799;444;2211;0;2055;0;9;9;0;6801;10286;;41;0;1;489;531;174;315;0;8;1;453
PERINAT;2013;750150260;750006728;NIV1;;37;;;;5;2689;266;0;0;0;0;0;0;9987;0;0;0;2252;9608;387;2002;1;2240;0;12;6;0;11591;7980;;50;24;0;;;;;;15;1;852
PERINAT;2013;750300220;750054827;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;21;40;;;;0;0;0
PERINAT;2013;750300410;750000770;NIV1;;32;;;;4;1510;211;0;0;0;0;0;0;5018;0;0;0;1202;4749;285;1411;0;1199;0;3;2;0;;;;65;0;1;349;342;;;;0;0;0
PERINAT;2013;750300667;750000838;NIV2;;52;6;;;7;3289;75;249;2;0;0;0;0;17378;1708;0;0;3065;16844;841;5505;2;3041;0;24;2;0;;;;9;0;0;;;;;;0;0;0
PERINAT;2013;750300840;750000903;NIV1;;24;0;0;0;4;1900;417;0;0;0;0;0;0;6368;0;0;0;1359;6138;563;3015;0;1337;0;22;1;0;;;;27;0;1;114;129;47;;2;10;1;1371
PERINAT;2013;750300931;750000978;NIV1;;35;0;0;0;5;1907;294;0;0;0;0;0;0;6908;0;0;0;1516;6678;515;2641;1;1505;0;11;2;0;;;;26;0;1;148;179;171;0;5;21;0;0
PERINAT;2013;750301145;750001042;;;1;;;;;38;36;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;276;594;128;0;;0;0;0
PERINAT;2013;750803447;750712184;;;;;;;;29;17;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;335;348;0;66;0;1;0;0
PERINAT;2013;750803454;750712184;NIV3;INT;50;32;14;16;;4207;464;1051;27;466;25;522;34;18093;9847;4252;5622;2928;15003;469;3669;37;2790;6;138;57;0;13600;18753;80;206;6;1;106;102;;25;7;94;0;0
PERINAT;2013;760000018;760780023;NIV2;EXT;22;6;0;0;3;1220;45;203;11;0;0;0;0;5005;1173;0;0;916;4352;155;1081;3;907;0;9;6;0;2326;5266;;17;0;1;259;240;129;0;0;9;0;0
PERINAT;2013;760000158;760780239;NIV3;;115;53;27;0;6;4762;717;1077;31;846;35;0;0;19655;14427;8079;0;2639;15871;674;6074;16;2528;10;111;35;0;18479;14871;84;22;0;1;839;806;201;52;24;130;1;326
PERINAT;2013;760000182;760780262;NIV2;;70;14;;;7;5828;1415;489;13;0;0;0;0;20713;3816;0;0;3550;18543;482;3341;0;3502;1;48;27;0;12227;17406;346;190;434;1;690;676;317;48;40;19;0;0
PERINAT;2013;760000364;760780734;NIV1;;21;;;;2;1271;110;0;0;0;0;0;0;4638;0;0;0;648;3636;132;996;0;637;0;11;2;0;;;;6;0;1;118;103;;;;1;0;0
PERINAT;2013;760000372;760780742;NIV1;;18;;;;3;1016;88;0;0;0;0;0;0;4155;0;0;0;762;3807;151;981;0;759;0;3;6;0;6520;3197;615;4;0;1;132;140;80;52;2;0;0;0
PERINAT;2013;760000463;760024042;NIV2;;38;8;;;5;2366;114;184;8;0;0;0;0;9642;1109;0;0;1664;8151;242;1547;0;1650;0;14;12;0;7304;9383;1684;12;0;1;420;266;238;;17;6;0;0
PERINAT;2013;760021329;760000448;NIV1;;20;;;;3;1259;115;0;0;0;0;0;0;4658;0;0;0;859;3954;150;943;0;857;0;2;2;0;;;;4;0;1;81;62;15;11;;0;0;0
PERINAT;2013;760025312;760000315;NIV2;;62;6;;;7;3569;189;192;5;0;0;0;0;16061;1435;0;0;2779;14627;503;3529;0;2742;0;37;10;0;;;;10;0;1;51;66;;;;13;1;663
PERINAT;2013;760780197;760000117;NIV1;;28;;;;4;962;97;0;0;0;0;0;0;3512;0;0;0;633;2883;130;728;0;624;0;9;5;0;;;;10;0;1;91;91;35;0;4;0;0;0
PERINAT;2013;760780791;760000414;;;2;;;;;42;26;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;206;221;82;;;0;0;0
PERINAT;2013;760805770;760780726;NIV3;;58;21;9;6;7;4021;280;727;32;217;15;173;11;16315;6512;2357;1717;3176;14625;592;3725;31;3102;2;74;30;0;8304;16213;330;326;452;1;457;517;311;63;8;41;1;221
PERINAT;2013;770000131;770110013;NIV2;;16;6;;;;1169;80;184;11;0;0;0;0;3900;1287;0;0;853;3351;187;965;2;837;0;16;3;0;;;;76;0;1;213;231;163;;;1;0;0
PERINAT;2013;770000149;770110021;NIV2;;26;12;4;;4;1994;67;442;31;194;18;0;0;8487;3332;994;0;1519;7089;279;1820;6;1484;0;35;2;0;;1997;;47;0;1;386;417;364;31;5;18;0;0
PERINAT;2013;770000156;770110054;NIV2;;50;8;4;0;6;3276;173;411;31;259;21;0;0;13222;3331;1690;0;2624;11995;447;3037;1;2583;2;41;19;0;5288;9163;;47;0;1;609;508;448;154;;0;0;0
PERINAT;2013;770000164;770110062;NIV1;;13;;;;;1045;79;0;0;0;0;0;0;3728;0;0;0;649;2952;153;884;2;644;0;5;3;0;;;;6;0;1;239;230;179;;;0;0;0
PERINAT;2013;770000172;770110070;NIV2;;15;4;;;2;933;116;144;9;0;0;0;0;3431;809;0;0;647;2876;137;876;0;641;0;6;1;0;6918;5273;;7;0;1;190;141;77;;;0;0;0
PERINAT;2013;770000446;770700185;NIV3;;48;18;6;6;6;3918;168;581;16;150;2;226;5;16445;5054;731;2243;3130;13388;755;4802;7;3060;2;70;22;0;11252;4844;0;358;1;1;717;669;340;73;1;9;0;0
PERINAT;2013;770019032;770170017;NIV2;;42;15;3;0;6;4003;243;471;30;145;18;0;0;14113;4847;1115;0;3245;12585;660;3287;5;3190;4;55;13;0;11573;3415;0;499;703;1;575;525;222;;21;1;0;0
PERINAT;2013;770300010;770004299;;;0;;;;;93;85;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;309;292;117;0;;0;0;0
PERINAT;2013;770300143;770000362;NIV1;;26;;;;4;680;54;0;0;0;0;0;0;2775;0;0;0;580;2613;134;779;0;580;0;0;4;0;;;;3;0;1;5;47;5;;;5;0;0
PERINAT;2013;770300192;770000313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;2;3;0;0;0;
PERINAT;2013;770300275;770000354;NIV1;;16;;;;2;605;32;0;0;0;0;0;0;2840;0;0;0;475;2315;99;671;0;473;0;2;3;0;;;;5;0;1;77;93;0;0;3;3;0;0
PERINAT;2013;770790707;770000719;NIV1;;25;;;;4;1134;78;0;0;0;0;0;0;4819;0;0;0;903;4320;201;1229;0;897;0;6;4;0;;;;9;0;1;254;237;100;154;;0;0;0
PERINAT;2013;780000287;780110011;NIV2;;45;18;6;0;5;3358;215;385;11;112;9;0;0;12545;4587;625;0;2453;10591;547;3064;3;2405;2;48;19;0;11030;4410;100;37;0;1;567;549;396;3;2;33;0;0
PERINAT;2013;780000295;780002697;NIV1;;26;0;0;0;3;1283;65;0;0;0;0;0;0;5030;0;0;0;998;4457;195;1170;5;997;0;1;1;0;760;720;208;5;0;1;243;224;162;8;1;7;0;0
PERINAT;2013;780000311;780001236;NIV3;;80;36;12;12;8;5928;365;588;11;245;6;383;24;26419;10059;3088;3763;4669;24067;1242;8002;4;4514;8;155;78;0;3410;5254;52;185;392;1;35;;0;0;0;133;1;0
PERINAT;2013;780000329;780110052;NIV2;;19;4;;;4;1800;120;227;61;0;0;0;0;6540;1133;0;0;1419;5764;209;1201;2;1404;1;15;2;0;5404;1850;20;119;0;1;319;313;95;15;0;2;0;0
PERINAT;2013;780000337;780001236;CPPR;;;;;;;12;1;0;0;0;0;0;0;71;0;0;0;2;19;2;19;0;2;0;0;0;0;;;;0;0;1;1501;1483;1116;145;30;0;0;0
PERINAT;2013;780018727;780018719;NIV1;;26;;;;4;1033;59;0;0;0;0;0;0;4519;0;0;0;899;4292;235;1380;1;896;0;3;0;0;;;;4;0;1;4;4;0;4;0;0;0;0
PERINAT;2013;780300208;780000576;NIV1;;26;;;;4;831;56;0;0;0;0;0;0;3286;0;0;0;679;3004;172;890;7;676;0;3;0;0;;;;14;0;1;57;47;31;1;;0;0;0
PERINAT;2013;780300323;780003679;NIV2;;44;6;;;6;2516;181;121;2;0;0;0;0;10300;1018;0;0;2077;9514;681;3767;20;2059;0;18;4;0;;;;16;0;0;;;;;;2;0;0
PERINAT;2013;780300406;780018032;NIV2;;26;6;;;5;1691;245;135;15;0;0;0;0;6654;1272;0;0;1254;6086;377;2262;5;1223;2;31;1;0;;;;7;0;1;62;101;38;0;;0;1;353
PERINAT;2013;780300422;780002259;NIV2;;26;6;;;3;1575;105;34;0;0;0;0;0;7339;204;0;0;1068;5473;303;1878;0;1059;0;9;8;0;;;;7;0;1;8;11;;;;0;0;0
PERINAT;2013;780800256;780110078;NIV2;;34;8;;;4;3033;359;276;7;0;0;0;0;10935;2257;0;0;2156;9816;473;2704;1;2122;2;34;9;0;4833;5017;597;60;0;1;840;843;637;32;;6;0;0
