FI;GRP;RS;FI_ET;RS_ET;BOR;an;FI_EJ
880000070;4;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;;;STB;2013;880007299
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880003488;CMPPA/CATTP/HOP JR-MAIS SANTE ST JEAN;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880005269;CMP POUR ADOLESCENTS EPINAL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006226;CATTP DE BRUYERES;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006242;CMP/CATTP/PLAC. FAMIL. THERAP. ENFANTS;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006267;HOP JOUR ENFANTS/CATTP ENF-SAINT-DIE;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006283;CATTP POUR ADULTES D'EPINAL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006374;APP THERAPEUTIQUES + PL DE NUIT EPINAL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006416;HOP. DE JOUR/CMP/CATTP ENFANTS VITTEL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006424;CATTP POUR ENFANTS DE NEUFCHATEAU;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880006440;CATTP POUR ENFANTS DE CHARMES;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784012;CMP PA/CATTP PA/CMP ADULTES REMIREMONT;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784210;CMP/SERV PLACEMT FAMIL THERAP ADULTES;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784434;HOPITAL DE JOUR POUR ADULTES D'EPINAL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784442;HOP DE JOUR AD -LA ROCHE D'ARMA-;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880784459;HOP. DE JOUR ADULTES/CATTP SAINT-DIE;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785134;HOPITAL DE JOUR POUR ENFANTS D'EPINAL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785290;HOP JOUR/CATTP/CMP ENFANTS REMIREMONT;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785324;HOP.DE JOUR AD ET CMP AD -HEMERIOS-;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785423;HOP DE JOUR ADULTES A NEUFCHATEAU;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785688;HOPITAL DE JOUR/CMP ADULTES DE VITTEL;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785704;CMP POUR ADULTES DE NEUFCHATEAU;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785720;CMP ADULTES ET CMPPA DE SAINT DIE;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880785738;CMP PR ENFANTS A SAINT-DIE;STB;2013;880780119
880000088;14;CENTRE HOSPITALIER DE RAVENEL;880788401;HOP JOUR AD/CMP AD/CATTP ENF LA SOURCE;STB;2013;880780119
880000104;4;HOPITAL DE L'AVISON - BRUYERES;;;STB;2013;880780259
880000112;4;HOPITAL  DE CHATEL-SUR-MOSELLE;;;STB;2013;880780267
880000138;4;HOPITAL LOCAL VAL DU MADON MIRECOURT;;;STB;2013;880006325
880000146;4;HOPITAL LOCAL DE RAON L'ETAPE;;;STB;2013;880780291
880000153;4;CENTRE HOSPITALIER LOCAL DE BUSSANG;;;STB;2013;880780309
880000179;4;HOPITAL LOCAL DE FRAIZE;;;STB;2013;880780325
880000187;4;HOPITAL LOCAL DE LAMARCHE;;;STB;2013;880780333
880000195;4;HOPITAL LOCAL DE RAMBERVILLERS;;;STB;2013;880780341
880000203;4;HOPITAL LOCAL LE THILLOT;;;STB;2013;880780358
880000211;4;HOPITAL LOCAL DE SENONES;;;STB;2013;880780366
880000336;4;CHI E. DURKHEIM - SITE DE GOLBEY;;;STB;2013;880007059
880001789;4;SIH  MEDECINE PHYSIQUE ET RÉADAPTATION;;;STB;2013;880001409
880006663;4;CHI E.DURKHEIM-MAISON DE SANTE ST JEAN;;;STB;2013;880007059
880785621;4;USLD DU CHI E. DURKHEIM-SITE DE GOLBEY;;;STB;2013;880007059
880786637;4;USLD DU CENTRE HOSPITALIER REMIREMONT;;;STB;2013;880780093
880786645;4;USLD DU CENTRE HOSPITALIER DE ST-DIE;;;STB;2013;880780077
880787692;4;USLD DU CENTRE HOSPITALIER GERARDMER;;;STB;2013;880780069
880788773;4;USLD DU CHI OUEST VOSGIEN A VITTEL;;;STB;2013;880007299
880789409;4;USLD DE L'HOPITAL LOCAL DE BRUYERES;;;STB;2013;880780259
890000326;15;MAISON REPOS ET CONV. BOISSEAUX;;;STB;2013;890008105
890002298;15;CLINIQUE DE REGENNES;;;STB;2013;890000672
890002371;15;CLINIQUE KER YONNEC;;;STB;2013;890000722
890971583;4;USLD JOIGNY CH;;;STB;2013;890000417
890973258;4;MOYEN SEJOUR CH SENS;;;STB;2013;890970569
890975501;4;HL R BONNION  VILLENEUVE-SUR-YONNE;;;STB;2013;890000466
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890001779;UNITE D'HOSPI. PSYE ADULTES -HENRI EY-;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890005598;CENTRE RENOIR CATTP ALZHEIMER;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890005689;CENTRE ACCUEIL ET SOINS ADOLESCENTS;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890007792;CENTRE MEDICO-PSYCHOLOGIQUE BLÉNEAU;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890007800;CENTRE MEDICO-PSYCHOLOGIQUE CHARNY;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890007826;CENTRE ACCUEIL ET SOINS ADOLESCENTS;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890007834;HOPITAL DE JOUR;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890007842;UNITE PSYCHIAT. DE JOUR LA ROSERAIE;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890008303;UNITE DE JOUR DE PEDO PSYCHIATRIE;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971005;PSYCHIATRIE INFANTO JUVENILE H. J.;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971021;C.M.P. AVALLON;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971047;C.M.P. JOIGNY;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971054;C.M.P. SENS;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971062;C.M.P. TOUCY;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971070;C.M.P. TONNERRE;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890971591;C.M.P. ST FLORENTIN;STB;2013;890000052
890975519;14;CTRE HOSPITALIER SPECIALISE D'AUXERRE;890973365;C.M.P. AUXERRE;STB;2013;890000052
890975527;4;CH AUXERRE;;;STB;2013;890000037
890975535;4;CH AVALLON;;;STB;2013;890000409
890975543;4;CH JOIGNY;;;STB;2013;890000417
890975550;4;CH SENS;;;STB;2013;890970569
890975568;4;CENTRE HOSPITALIER DU TONNERROIS;;;STB;2013;890000433
900000167;4;CH BELFORT;;;STB;2013;900000365
900000647;4;CHSLD  LE CHENOIS;;;STB;2013;900004698
900002429;15;ANNEXE PIERRE ENGEL - AHFC;900002478;HOPITAL DE JOUR  CATTP ADULTES BELFORT;STB;2013;700004096
900002429;15;ANNEXE PIERRE ENGEL - AHFC;900002569;CMP CATTP ENFANTS AHFC;STB;2013;700004096
900003070;4;SITE PIERRE ENGEL BAVILLIERS CHBM;;;STB;2013;900000365
910000272;4;CENTRE HOSPITALIER D'ARPAJON;;;STB;2013;910110014
910000280;4;CENTRE HOSPITALIER SUD ESSONNE - Site de DOURDAN;;;STB;2013;910019447
910000298;4;CENTRE HOSPITALIER LONGJUMEAU;;;STB;2013;910110055
910000306;4;CENTRE HOSPITALIER D'ORSAY;;;STB;2013;910110063
910000314;4;CH SUD FRANCILIEN;;;STB;2013;910002773
910000322;14;GROUPE PUBLIC DE SANTE PERRAY VAUCLUSE;;;STB;2013;910140011
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910002286;APPARTEMENT THERAPEUTIQUE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910006329;HOPITAL DE JOUR -MOSAIQUE- 91I05;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007228;CMP 91 G 01 ETAMPES;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007269;CMP BRETIGNY 91G03;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007319;CATTP LEBLANC;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007368;CMP ARPAJON;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007418;CATTP ORANGERIE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007459;CATTP -LE PATIO- CHAMPLAN;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007509;SAFT SAVIGNY;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910007558;CATTP L'ANCRE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910008739;SAFT RUE DE PARIS ETAMPES;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910009299;HOPITAL DE JOUR 91I02  SAVIGNY;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910010198;HOP DE JOUR INERSEC P ADO DE L'ESSONNE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012509;CENTRE L'IMAGERIE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012558;CENTRE DE LA TERRASSE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012608;CMP 91I05;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012699;CATTP MONTFAUCON;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012749;CMP CURIE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910012988;HOPITAL DE JOUR G07;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910014059;CMP ETAMPES;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910018910;EPS BARTHELEMY DURAND-STE GENEVIEVE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910140060;HOPITAL DE JOUR LES MARES YVON;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910807973;CATTP -ETINCELLE-;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910807981;CENTRE MEDICO-PSY. 91 I01;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910807999;CTRE MEDICO-PSYCHOLOGIQUE I01;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808047;CENTRE MEDICO-PSY. 91 G 03;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808070;CENTRE MEDICO-PSY - EGLY- 91G04;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808096;UNITÉ INTERSECT. DE THÉRAPIE FAMILIALE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808104;CENTRE MEDICO-PSY. 91 G 06;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808112;CENTRE MEDICO-PSY. 91 G 06;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808120;CMP DE GRIGNY 91 G 08;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808138;CMP DE MORSANG 91 G 08;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808146;CENTRE MEDICO-PSY. 91 G 09;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808278;CENTRE MEDICO-PSY. 91 I01;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808294;CENTRE MEDICO-PSY.91-I-01;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808344;CENTRE MEDICO-PSY. 91 I05;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808443;CENTRE MEDICO-PSY- LIMOURS - 91 G 04;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808450;CENTRE MEDICO-PSY.LES MARONNIERS 91G05;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910808492;CENTRE MEDICO-PSY. 91 I02;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910810605;HOPITAL DE JOUR LA TRAVERSIERE ETAMPES;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910811132;CTRE MEDICO-PSY. 91 G 01 & CATTP;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910811140;CENTRE MEDICO PSY. 91 G 02;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910811157;CATTP DE DOURDAN 91G02;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910811181;CENTRE MEDICO PSY. 91 G 09;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910811199;CENTRE MEDICO-PSY. 91 G 04;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910815083;APPARTEMENT THERAPEUTIQUE;STB;2013;910140029
910000330;14;C.H.BARTHELEMY DURAND ETAMPES;910815109;APPARTEMENT THERAPEUTIQUE G-02;STB;2013;910140029
910001973;4;CH SUD ESSONNE DOURDAN ETAMPES - Site d'Etampes;;;STB;2013;910019447
910018423;4;ETS DE SANTE DU CH DE JUVISY SUR ORGE;;;STB;2013;910019454
910019298;4;CTRE DE SOINS DE SUITE ET RÉADAPTATION;;;STB;2013;940110042
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910000678;CTRE DE READAPT A CALMETTE DE YERRES;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910007608;CATTP SUE;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910007699;CMP CARNOT;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910007749;CMP LECLERC;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910018076;MAISON D'ARRET DE FLEURY MEROGIS;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910019009;UNITÉ PSYCHIATRIQUE GALIGNANI;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808161;CENTRE MEDICO-PSY. 91 G 10;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808179;C.M.P. DU VAL D'YERRES/ SECTEUR 91 G11;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808187;CENTRE MEDICO-PSY. 91 G 11;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808195;CMP LES MOZARDS;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808203;CENTRE MEDICO-PSY. 91 G 08;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808229;CENTRE MEDICO-PSY. 91 G 13;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808237;CENTRE MEDICO-PSY. 91 G 13 CHSF;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808351;CENTRE MEDICO-PSY. AGORA 91 I 03;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808369;CENTRE MEDICO-PSY. 91 G 13;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910808385;CENTRE MEDICO-PSY. 91 G 13 DU CHSF;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910810779;CENTRE MEDICO-PSY.91-G13;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910810787;CENTRE MEDICO-PSY. 91 G 12 DU CHSF;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910812569;UNITE CLINIQUE CAMILLE CLAUDEL;STB;2013;910002773
910020254;4;CH SUD FRANCILIEN SITE JEAN JAURES;910812577;UNITE CLINIQUE JACQUES LACAN;STB;2013;910002773
910100015;3;HOPITAL CLEMENCEAU (AP-HP);;;STB;2013;750712184
910100023;3;JOFFRE-DUPUYTREN GPT HOSP;;;STB;2013;750712184
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910008648;HOPITAL DE JOUR 91G14;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910010669;HJ LES COLOMBIERS 91G16;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910013259;CMP DE MASSY;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910807957;CENTRE MEDICO-PSY. 91 G 16;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808245;CMP LA HACQUINIERE;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808252;CENTRE MEDICO-PSY. 91.G.14;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808401;C.A.P.S.P.E 91 I 04;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808419;CMP ENFANCE ET SURDITE 91 I04;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808427;CMP LA CHATAIGNERAIE;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910808435;CMP LES HAUTES PLAINES 91.I.04;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910810621;CENTRE JAURES 91 G 15;STB;2013;910110063
910110071;14;CENTRE CHATEAU DU GRAND MESNIL;910814714;APPT THERAPEUTIQUE;STB;2013;910110063
910140037;15;HOPITAL PSYCHIATRIQUE -L'EAU VIVE-;;;STB;2013;750720914
910310010;15;Clinique Château Du Bel Air;;;STB;2013;750052326
910310028;15;Clinique Château de Villebouzin;910310036;CLINIQUE DU VAL DE BIEVRE L'ABBAYE;STB;2013;750043994
920000569;4;CH DE COURBEVOIE;;;STB;2013;920026374
920000577;4;CASH DE NANTERRE-HOP MAX FOURESTIER;920170040;HOPITAL DE JOUR CENTRE DIOGENE;STB;2013;920110020
920000585;4;CH DE NEUILLY/SEINE;;;STB;2013;920026374
920000593;4;CH DE PUTEAUX;;;STB;2013;920026374
920000601;4;CH DÉPARTEMENTAL DE STELL;;;STB;2013;920110053
920000619;4;CH DES QUATRE VILLES SITE ST CLOUD;;;STB;2013;920009909
920000627;4;CH DES 4 VILLES SITE SEVRES;;;STB;2013;920009909
920001096;5;S.A.S. MAISON DE SANTE BELLEVUE;920012069;RELAIS JEUNES DE SEVRES;STB;2013;
920001096;5;S.A.S. MAISON DE SANTE BELLEVUE;920310042;MAISON DE SANTE BELLEVUE;STB;2013;
920001369;4;CTRE LONG MOYEN SEJOUR FOND ROGUET;;;STB;2013;920710654
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920006038;MAISON THERAPEUTIQUE;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920014198;CATTP 92G09;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920015849;CMP 92I05 ADOLESCENTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920015898;CMP 92I07 ADOLESCENTS -ODYSEE-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920023868;CMP 92I06 ENFANTS ET ADOLESCENTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920023918;C.A.S.A.;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920025145;CMP/CATTP 92I05 ENFANTS ET ADOLESCENTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920025152;CMP 92I05 ENFANTS -CHAVISÈVRES-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920025160;CATTP 92I05 ENFANTS -CHEVAL AGILE-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920140043;HDJ / CMP / CATTP 92G21;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920170149;HDJ / CMP 92G09 -JEAN-WIER-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920800703;CMP 92I07 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920801164;CMP 92I07 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810629;CMP 92I06 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810637;CMP 92I06 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810645;CMP 92I06 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810652;CMP 92I06 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810660;CMP 92I07 ENFANTS - L'AUBIER -;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810678;CMP 92I07 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810686;CMP 92I07 ENFANTS;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920810868;CMP 92I06 ENFANTS -PETIT-CLAMART-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920813003;HDJ / CMP 92I06 -JOAN RIVIÈRE-;STB;2013;920804465
920002177;14;ETABLISSEMENT PUBLIC DE SANTE ERASME;920813995;HDJ / CMP / CATTP 92G20;STB;2013;920804465
920007408;14;EPS ROGER PREVOT MOISSELLES;920000171;HOP. DE JOUR 92G05 LA GARENNE COLOMBES;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920003092;HAD 92G03;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920011988;HOPITAL DE JOUR ADULTES LE CHEMIN92G03;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920018959;CMP 92G04;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920019049;CMP 92G05;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920023959;HAD 92G01;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024049;HAD 92G05;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024379;CATTP LEVALLOIS;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024577;CATTP ADULTES 92G02 (VICTOIRES);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024585;CATTP MERE-ENFANTS 92I01;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024593;CMP UATA ADOLESCENTS 92/01;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024601;HOPITAL DE JOUR PSYCHOGERIATRIQUE;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024627;CATTP ADULTES / U.M.E. 92G03;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024635;CMP ADULTES 92G01 (THORETTON);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024643;CATTP ADULTES;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024650;CATTP ADULTES;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024676;CMP ADULTES 92G04 (C. DESMOULIN);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024692;HAD 92G04;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920024734;ACCUEIL FAMILIAL THERAPEUTIQUE;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920140035;CTRE DE SANTE MENTALE ANTONIN ARTHAUD;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920808193;HOPITAL DE JOUR POUR ADULTES.;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810488;CMP ENFANTS 92I01 (DANTON);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810496;HOPITAL DE JOUR 92I01 GENNEVILLIERS;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810504;CMP ENFANTS 92I01 (PETITES MURAILLES);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810512;CMP ENFANTS 92I01 (C. DESMOULIN);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810553;CMP ENFANTS 92I01 (P. BEREGOVOY);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810561;APPARTEMENT THERAPEUTIQUE;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810579;CMP ADULTES 92G03 (FANNY);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810587;CMP ENFANTS 92I01 (DE GAULLE);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810595;CMP ADULTES 92G02 (DR FLEMING);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920810603;CMP ADULTES 92G02 (RABELAIS);STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920811932;CMP ADULTES 92G01;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920812492;CMP ENFANTS 92I01;STB;2013;950140012
920007408;14;EPS ROGER PREVOT MOISSELLES;920814001;HOPITAL DE JOUR 92G02  (DUPONT);STB;2013;950140012
920024205;4;CENTRE SOINS DE SUITE LES ABONDANCES;;;STB;2013;920808037
