BOR;AN;FI;GRP;FI_EJ;REG;DEP;TSANT;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARM
IDB;2013;840010565;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HDJ L'AUZON;;171;AV;MARIE THERESE CHALON;;;84200;CARPENTRAS;84031;;
IDB;2013;840010573;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000802;HJ GASTALDY POLE AVIGNON NORD;;1   B;PL;SAINT JOSEPH;;;84000;AVIGNON;84007;;
IDB;2013;840010581;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000109;HDJ SORGUES POLE AVIGNON NORD;;339;RTE;D'ORANGE;;;84700;SORGUES;84129;;
IDB;2013;840010599;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000117;CMP CAPSY CAVAILLON POLE SUD EST 84;;34;R;DU 8 MAI 1945;;;84300;CAVAILLON;84035;;
IDB;2013;840010607;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP SAINT LAZARE POLE AVIGNON NORD;;16;AV;DE LA SYNAGOGUE;;;84000;AVIGNON;84007;;
IDB;2013;840010615;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP SORGUES POLE AVIGNON NORD;;1;BD;CHARLES DE GAULLE;DE LA MARINE;;84700;SORGUES;84129;;
IDB;2013;840010623;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000141;HDJ POLE ENFANTS NORD;;;QUA;LES GARRIGUES;;;84210;PERNES LES FONTAINES;84088;;
IDB;2013;840010631;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000158;CHS MONTFAVET HJ POLE ENFANTS NORD;;;QUA;DE ROCALIBERT;;;84420;PIOLENC;84091;;
IDB;2013;840010649;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000166;HDJ SAINT GABRIEL;;;CHE;DES CRIS VERTS;FERME SAINT GABRIEL;;84000;AVIGNON;84007;;
IDB;2013;840011175;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP ET HDJ VALREAS POLE HAUT VAUCLUSE;;2;R;SAINT AUGUSTIN;;;84600;VALREAS;84138;;
IDB;2013;840011183;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP HDJ ET CAPPA APT;;86;R;PHILIPPE DE GIRARD;;;84400;APT;84003;;
IDB;2013;840011191;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000190;CMP POLE ENFANTS SUD;;10;PL;SAINT PIERRE;;;84400;APT;84003;;
IDB;2013;840011209;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP SORGUES POLE ENFANTS NORD;;;R;DE LA COQUILLE;;;84700;SORGUES;84129;;
IDB;2013;840011217;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000794;CASP ERASMUS AVIGNON SUD DURANCE;;2;R;LE TITIEN;;;84000;AVIGNON;84007;;
IDB;2013;840011225;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;26840009000018;CATTP CAVAILLON POLE SUD EST VAUCLUSE;;34;R;DU 8 MAI 1945;;;84300;CAVAILLON;84035;;
IDB;2013;840011241;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP POLE ENFANTS NORD;;191;AV;DU 18 JUIN 1940;APPT 44 B;;84100;ORANGE;84087;;
IDB;2013;840011258;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000018;HAD POLE ENFANTS NORD;;29;R;ALEXANDRE BLANC;;;84000;AVIGNON;84007;;
IDB;2013;840011274;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP POLE ENFANTS SUD ET HAD;;3;R;DU COMTAT;BT D ETAGE 1;;84300;CAVAILLON;84035;;
IDB;2013;840011282;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000752;CMP BOLLENE POLE HAUT VAUCLUSE;;68;AV;SAINT EXUPERY;;;84500;BOLLENE;84019;;
IDB;2013;840011290;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000786;CMP POLE ENFANTS NORD;;287;AV;DU MONT VENTOUX;;;84200;CARPENTRAS;84031;;
IDB;2013;840011308;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000745;HAD ET HDJ POLE ENFANTS NORD;;;ALL;DU 26 AOUT 1944;;;84110;VAISON LA ROMAINE;84137;;
IDB;2013;840011316;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP POLE ENFANTS NORD ET HAD;;;RTE;D'ORANGE;;;84600;VALREAS;84138;;
IDB;2013;840011324;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000752;CMP POLE ENFANTS NORD;;219;AV;SADI CARNOT;;;84500;BOLLENE;84019;;
IDB;2013;840011332;24;840000137;93;84;93S0000006;11;1;444;PLU10;1;0;;0;0;;CTRE INTERVENTIONS ET CRISES AU CH APT;;225;AV;PHILIPPE DE GIRARD;;;84400;APT;84003;;
IDB;2013;840011563;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000711;HDJ CATTP ESCALE POLE SUD EST VAUCLUSE;;126;ALL;LES ORMEAUX;;;84800;L ISLE SUR LA SORGUE;84054;;
IDB;2013;840011571;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP JOSEPH GRASSET;;14;AV;DE LA SYNAGOGUE;;;84000;AVIGNON;84007;;
IDB;2013;840011589;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000356;HDJ MONOD POLE AVIGNON SUD DURANCE;;49;BD;JACQUES MONOD;;;84000;AVIGNON;84007;;
IDB;2013;840011597;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000036;CMP ST JEAN AVIGNON POLE ENFANTS NORD;;34;AV;BOCCACE;;;84000;AVIGNON;84007;;
IDB;2013;840011605;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP POLE ENFANTS SUD;;4;R;STUART MILL JACQUES STUART;;;84000;AVIGNON;84007;;
IDB;2013;840011613;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HAD POLE ENFANTS SUD;;2;AV;MAZARIN;;;84000;AVIGNON;84007;;
IDB;2013;840011621;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000745;CMP VAISON POLE ENFANTS NORD;;;ALL;DU 26 AOUT 1944;;;84110;VAISON LA ROMAINE;84137;;
IDB;2013;840011639;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HAD POLE ENFANTS SUD;;34;AV;SAINT MICHEL;;;84400;APT;84003;;
IDB;2013;840011647;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000414;HDJ LA CHAUME POLE ENFANTS SUD;;;CHE;DE LA SYLVESTRE;;;84740;VELLERON;84142;;
IDB;2013;840011654;24;840000137;93;84;93S0000006;11;1;412;PLU10;1;0;;0;0;26840009000018;VILLA THERAP LE GITE POLE ENFANTS SUD;;1294;CHE;DES TAILLADES;;;84250;LE THOR;84132;;
IDB;2013;840012462;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP POLE ENFANTS NORD;;;R;DE LATTRE DE TASSIGNY;;;84130;LE PONTET;84092;;
IDB;2013;840013023;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000729;HDJ CHATEAU MERIGNARGUES PEN;;2;AV;DE LA PINEDE;;;84140;MONTFAVET;84007;;
IDB;2013;840013031;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000018;HDJ APT POLE ENFANTS SUD;;;AV;JEAN MOULIN;ANCIENNE ECOLE JEAN MOULIN;;84400;APT;84003;;
IDB;2013;840013056;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000752;HAD POLE ENFANTS NORD;;219;AV;SADI CARNOT;;;84500;BOLLENE;84019;;
IDB;2013;840013072;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;UAUP CH D'ORANGE CENTRE DE CRISE CAP;;;AV;LAVOISIER;;;84100;ORANGE;84087;;
IDB;2013;840013098;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000455;HDJ LA CLAREE POLE ENFANTS SUD;;15;AV;DE LA CROIX ROUGE;;;84000;AVIGNON;84007;;
IDB;2013;840013106;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP POLE ENFANTS SUD;;12;IMP;LAURE DE NOVES;;;84000;AVIGNON;84007;;
IDB;2013;840013122;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HAD AVIGNON OUEST POLE ENFANTS SUD;;12;IMP;LAURE DE NOVES;;;84000;AVIGNON;84007;;
IDB;2013;840013155;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000695;HDJ D'ALCOOLOGIE BROUTET;;1;BD;ANATOLE FRANCE;;;84000;AVIGNON;84007;;
IDB;2013;840013189;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000786;HDJ ERE DU TPS POLE CTRE EST VAUCLUSE;;234;AV;DU MONT VENTOUX;;;84200;CARPENTRAS;84031;;
IDB;2013;840013213;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP POLE ENFANTS SUD ET HAD;;11;AV;DE LA LIBERATION;;;84800;L ISLE SUR LA SORGUE;84054;;
IDB;2013;840013221;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000018;CMP POLE HAUT VAUCLUSE;;162;AV;DES THERMES;1ER ETAGE;;84100;ORANGE;84087;;
IDB;2013;840013247;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000745;UNITE HC LE SOUSTET POLE HAUT VAUCLUSE;;;R;ERNEST RENAN;;;84110;VAISON LA ROMAINE;84137;;
IDB;2013;840013361;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;;CMP CAMPA;;48  B;AV;DES SOURCES;;;84000;AVIGNON;84007;;
IDB;2013;840013627;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000588;HDJ LES CHARMILLES POLE HAUT VAUCLUSE;;162;AV;DES THERMES RDC;;;84100;ORANGE;84087;;
IDB;2013;840016703;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000828;HDJ TRAIT D'UNION AVIGNON SUD DURANCE;;614;CRS;CARDINAL BERTRAND;;;84000;AVIGNON;84007;;
IDB;2013;840016711;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HDJ DOLTO;;22;BD;GAMBETTA;;;84000;AVIGNON;84007;;
IDB;2013;840016919;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;;CATTP CARPENTRAS POLE CTRE ET EST 84;;232;AV;DU MONT VENTOUX;RDC;;84200;CARPENTRAS;84031;;
IDB;2013;840016968;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;26840009000737;CATTP POLE HAUT VAUCLUSE;;162;AV;DES THERMES;2°ETAGE;;84100;ORANGE;84087;;
IDB;2013;840017008;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000711;CMP POLE SUD EST VAUCLUSE CAPPSI;;79;ALL;DES ORMEAUX;;;84800;L ISLE SUR LA SORGUE;84054;;
IDB;2013;840018568;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;26840009000794;CATTP ERASMUS AVIGNON SUD DURANCE;;2;R;LE TITIEN;;;84000;AVIGNON;84007;;
IDB;2013;840018576;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;26840009000802;CATTP GASTALDY POLE AVIGNON NORD;;1   B;PL;SAINT JOSEPH;;;84000;AVIGNON;84007;;
IDB;2013;840018584;24;840000137;93;84;93S0000006;11;1;156;PLU10;1;0;;0;0;26840009000687;CMP BROUTET;;1;BD;ANATOLE FRANCE;;;84000;AVIGNON;84007;;
IDB;2013;840018592;24;840000137;93;84;93S0000006;11;1;425;PLU10;1;0;;0;0;26840009000695;CATTP BROUTET;;1;BD;ANATOLE FRANCE;;;84000;AVIGNON;84007;;
IDB;2013;840018600;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;26840009000752;HDJ L'ALBIZZIA POLE HAUT VAUCLUSE;;68;AV;SAINT EXUPERY;;;84500;BOLLENE;84019;;
IDB;2013;840018618;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HAD POLE ENFANTS NORD;;191;AV;DU 18 JUIN 1940;APPT 44 B;;84100;ORANGE;84087;;
IDB;2013;840018626;24;840000137;93;84;93S0000006;11;1;292;PLU10;1;0;;0;0;;HAD POLE ENFANTS NORD;;287;AV;DU MONT VENTOUX;;;84200;CARPENTRAS;84031;;
IDB;2013;850000019;02;;52;85;;11;;355;;1;0;;2;1;;CHD LA ROCHE SUR YON LUCON MONTAIGU;;;;STEPHANE MOREAU;LES OUDAIRIES;;85000;LA ROCHE SUR YON;85191;0251446161;
IDB;2013;850000035;02;;52;85;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER FONTENAY LE COMTE;;;;RABELAIS;;BP 39;85201;FONTENAY LE COMTE CEDEX;85092;0251535153;
IDB;2013;850000043;02;;52;85;;13;;106;;1;0;;1;1;;HOPITAL LOCAL DUMONTE ILE D'YEU;;;;DU PUITS RAYMOND;;;85350;L ILE D YEU;85113;0251260800;
IDB;2013;850000084;02;;52;85;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER COTE DE LUMIÈRE;;;;JACQUES MONOD;;CS 20393 OLONNE SUR MER;85109;LES SABLES D OLONNE CEDEX;85194;0251218580;
IDB;2013;850000092;02;;52;85;;11;;292;;1;0;;1;1;;CENTRE HOSPITALIER GEORGES MAZURELLE;;;;D'AUBIGNY;HOPITAL SUD;;85026;LA ROCHE SUR YON CEDEX;85191;0251097272;
IDB;2013;850000100;02;;52;85;;13;;106;;1;1;;1;1;;HOPITAL LOCAL DE NOIRMOUTIER;;;;DES SABLEAUX;;;85330;NOIRMOUTIER EN L ILE;85163;0251390399;
IDB;2013;850003385;25;850013103;52;85;52S0000005;60;3;430;PLU10;6;1;;0;0;30100885000028;FOYER DE POST-CURE LA FONTAINE;;20;R;LA FONTAINE;;;85000;LA ROCHE SUR YON;85191;0251371661;
IDB;2013;850003393;25;850013103;52;85;52S0000005;60;3;366;PLU10;6;1;;0;0;30100885000044;ATELIER THERAPEUTIQUE  BAZINIERES;;;R;PHILIPPE LE BON;LES BAZINIERES ZI NORD;;85000;LA ROCHE SUR YON;85191;0251473692;
IDB;2013;850003401;25;850013103;52;85;52S0000005;60;3;366;PLU10;6;1;;0;0;30100885000127;ATELIER THERAPEUTIQUE A CADRE AGRICOLE;;;;;LA VERGNE BABOUIN;;85000;LA ROCHE SUR YON;85191;0251376855;
IDB;2013;850004417;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600046;HDJ INF JUV JEAN ITARD LES SABLES;JEAN ITARD;39;R;PRINTANIERE;;;85100;LES SABLES D OLONNE;85194;;
IDB;2013;850006289;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600582;CMP CATTP TOULOUSE LAUTREC ADULTES;;19;R;DU MOULIN ROUGE;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850006479;24;850009010;52;85;52S0000005;14;1;355;PLU10;1;0;;0;0;26850445300211;HOPITAL DE JOUR -LE SEMAPHORE-;;71;R;DES PLANTES;;;85300;CHALLANS;85047;0228120870;
IDB;2013;850006552;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600491;HDJ INF JUV WINICOTT CMP CATTP LA ROCH;DONALD WINNICOT;53;R;RAYMOND PRUNIER;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850006594;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600483;CMP CATTP INFANTO JUVENILE;;80;R;LOUIS LUMIERE;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850009010;02;;52;85;;14;;355;;1;0;;2;1;;CENTRE HOSPITALIER LOIRE VENDEE OCEAN;;;;GUERIN;;BP 219;85302;CHALLANS CEDEX;85047;0251495000;
IDB;2013;850009218;24;850000035;52;85;52S0000005;13;1;156;PLU10;1;0;;0;0;26850019600145;CMP ADULTES FONTENAY LE COMTE;;;R;ERNEST VIGNAUX;;;85200;FONTENAY LE COMTE;85092;;
IDB;2013;850011008;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600665;HDJ  INF JUV  CMP CATTP  LES HERBIERS;;3;R;PIERRE DE COUBERTIN;;;85500;LES HERBIERS;85109;;
IDB;2013;850011453;02;;52;85;;13;;106;;1;0;;1;1;;HOPITAL DES COLLINES VENDEENNES;;;;MAL LECLERC;;;85120;LA CHATAIGNERAIE;85059;0251536565;
IDB;2013;850011529;25;850013103;52;85;52S0000005;60;3;430;PLU10;6;1;;0;0;;FOYER DE  POST-CURE LA PORTE ST MICHEL;;2;SQ;ST MICHEL;;;85200;FONTENAY LE COMTE;85092;0251690749;
IDB;2013;850011545;25;850013103;52;85;52S0000005;60;3;366;PLU10;6;1;;0;0;;ATELIERS THERAPEUTIQUES DE SUD VENDEE;;77;R;DES CHAMPS MARROTS;;;85200;FONTENAY LE COMTE;85092;0251690761;
IDB;2013;850011875;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600020;HDJ ADULTES CMP CATTP MONTAIGU;;12;R;DE L'EGAULT;;;85600;MONTAIGU;85146;;
IDB;2013;850011883;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600046;HDJ ADULTES LES SABLES D'OLONNE;;70;R;PRINTANIERE;;;85100;LES SABLES D OLONNE;85194;;
IDB;2013;850011917;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600038;HDJ  INF JUV  CMP CATTP  FONTENAY LE C;;24;R;RABELAIS;;;85200;FONTENAY LE COMTE;85092;;
IDB;2013;850016833;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600137;CMP CATTP ADULTES CAMILLE CLAUDEL;;17;R;VEDRINES;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850016841;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600442;ATELIER LA SIMBRANDIERE;;84;R;DE LA SIMBRANDIERE;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850016858;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600327;ATELIER LA FLEUR VERTE;;10;R;MARECHAL FOCH;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850016866;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600475;CMPI ADULTES L'ARC EN CIEL;MAISON DE LA SANTE;;;;CENTRE HOSPITALIER DEPARTEMENT;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850017815;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600723;HDJ INF JUV ELLINE CMP CATTP LA ROCHE;;13;BD;DES  ETATS  UNIS;RESIDENCE ELLINE;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850018375;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600681;HDJ  INF JUV   CMP CATTP  CHALLANS;;;R;EMILIO SEGRE;LES CHARMETTES;;85300;CHALLANS;85047;;
IDB;2013;850018441;24;850000092;52;85;52S0000005;11;1;156;PLU10;1;0;;0;0;26850241600673;CMP INFANTO JUVENILE;;11;RTE;DE CHALLANS;;;85190;AIZENAY;85003;;
IDB;2013;850018458;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600194;HDJ  ADULTES CMP CATTP  CHANTONNAY;;;IMP;PARMENTIER;LES OMBRAGES;;85110;CHANTONNAY;85051;;
IDB;2013;850018466;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600160;HDJ  ADULTES  CMP CATTP  LES HERBIERS;;;CHE;DE BEL AIR;LES CYTISES;;85500;LES HERBIERS;85109;;
IDB;2013;850018490;24;850000035;52;85;52S0000005;13;1;156;PLU10;1;0;;0;0;26850019600129;CMP ADULTES CTRE HOSPITALIER FONTENAY;;;RTE;DE NANTES;SERVICE SOCIAL DEPARTEMENTAL;;85210;STE HERMINE;85223;;
IDB;2013;850020280;02;;52;85;;13;;106;;1;0;;1;1;;HOPITAL LOCAL ST ALEXANDRE  À MORTAGNE;;;;DE POITIERS;;BP 39;85290;MORTAGNE SUR SEVRE;85151;0251651230;
IDB;2013;850020611;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600434;HDJ ADULTES CMP CATTP LA ROCHE;LE VAL FLEURI;7;R;FLANDRES DUNKERQUE;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850020629;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600228;HDJ  INF JUV  CMP CATTP  CHANTONNAY;;7   B;R;COLLINEAU;;;85110;CHANTONNAY;85051;;
IDB;2013;850020637;24;850000035;52;85;52S0000005;13;1;156;PLU10;1;0;;0;0;26850019600103;CMP ADULTES CTRE HOSP DE FONTENAY;;5;PL;DU DR GABORIT;CENTRE SOCIAL;;85120;LA CHATAIGNERAIE;85059;;
IDB;2013;850020645;24;850009010;52;85;52S0000005;14;1;156;PLU10;1;0;;0;0;26850445300047;CMP ADULTES CTRE C MILCENDEAU;;4;R;CALMETTE;;;85300;CHALLANS;85047;;
IDB;2013;850020652;24;850009010;52;85;52S0000005;14;1;355;PLU10;1;0;;0;0;26850445300062;HOPITAL JOUR CMP SITE ST GILLES;;;R;DE LA PAIX;CTRE MED SOC HYPPOLITE CHAUVIE;;85800;ST GILLES CROIX DE VIE;85222;;
IDB;2013;850020678;24;850009010;52;85;52S0000005;14;1;156;PLU10;1;0;;0;0;26850445300088;CMP ADULTES CTRE HOSPITALIER CHALLANS;;36;R;DU PUITS NEUF;SERVICE SOCIAL;;85350;L ILE D YEU;85113;;
IDB;2013;850020686;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600467;HDJ CMP CATTP LE TRAIN BLEU;LE TRAIN BLEU;12;IMP;BEAUSEJOUR;;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850020702;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600558;CMP CATTP INFANTO JUVENILE;;74;AV;VILLEBOIS MAREUIL;;;85600;MONTAIGU;85146;;
IDB;2013;850020942;24;850009010;52;85;52S0000005;14;1;156;PLU10;1;0;;0;0;26850445300260;CMP LES EMBRUNS;;122;AV;DE L'ESTACADE;;;85550;LA BARRE DE MONTS;85012;;
IDB;2013;850020975;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600533;HDJ INF JUV CMP CATTP LA CHATAIGNERAIE;;3   B;R;DES FLANDRES DUNKERQUE;;;85120;LA CHATAIGNERAIE;85059;;
IDB;2013;850020983;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600293;CMP CATTP INFANTO JUVENILE;;9;;PETITE RUE DU TEMPLE;;;85210;STE HERMINE;85223;;
IDB;2013;850020991;24;850000092;52;85;52S0000005;11;1;156;PLU10;1;0;;0;0;26850241600301;C.M.P. INFANTO-JUVENILE;;;R;DES SABLEAUX;MAISON DE RETRAITE-BEAUREPAIRE;;85330;NOIRMOUTIER EN L ILE;85163;;
IDB;2013;850021122;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600384;HDJ ADULTES  CMP CATTP  LUCON;GEORGES MILANDY;4;PL;RICHELIEU;CENTRE HOSPITALIER DE SECTEUR;;85400;LUCON;85128;;
IDB;2013;850021130;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600426;CMP CATTP INFANTO JUVENILE;;3;R;PIERRE DE COUBERTIN;;;85500;LES HERBIERS;85109;;
IDB;2013;850022518;24;850000092;52;85;52S0000005;11;1;156;PLU10;1;0;;0;0;26850241600376;CMP INFANTO JUVENILE;;34;R;DU PUITS NEUF;;;85350;L ILE D YEU;85113;;
IDB;2013;850022542;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600392;HDJ  INF JUV   CMP CATTP   LUCON;;100;R;DES CARRIERES;;;85400;LUCON;85128;;
IDB;2013;850025636;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600459;CMP CATTP ADULTES PAUL VERLAINE;;;R;DE FRIEDLAND;RESIDENCE GRAND PAVOIS;;85000;LA ROCHE SUR YON;85191;;
IDB;2013;850025644;24;850000092;52;85;52S0000005;11;1;292;PLU10;1;0;;0;0;26850241600418;CMP CATTP ADULTES;;44;BD;PASTEUR;;;85100;LES SABLES D OLONNE;85194;;
IDB;2013;860000348;06;;54;86;;60;;899;;7;4;;1;1;;AURA POITOU-CHARENTES;;;;DE LA PROVIDENCE;;B. P. 82;86003;POITIERS CEDEX;86194;0549466312;
IDB;2013;860005123;24;860780048;54;86;54S0000005;11;1;425;PLU10;1;0;;0;0;;CENTRE DE LA PLANCHONNERIE;ACCUEIL FAMILIAL THERAPEUTIQUE;36;R;RENE FUMERON;;;86350;PAYROUX;86189;;
IDB;2013;860005396;24;860780048;54;86;54S0000005;11;1;292;PLU10;1;0;;0;0;26860002000500;LIEU ACCUEIL DES JEUNES EN INST.;;;LD;LE COSSY;;;86240;FONTAINE LE COMTE;86100;;
IDB;2013;860005644;24;860780048;54;86;54S0000005;11;1;156;PLU10;1;0;;0;0;26860002000690;CENTRE MEDICO-PSYCHO. HENRI LABORIT;;14;R;GAY LUSSAC;;;86000;POITIERS;86194;;
IDB;2013;860005651;24;860780048;54;86;54S0000005;11;1;156;PLU10;1;0;;0;0;26860002000401;CTRE MEDICO PSYCHOL. ADULTES;;8;R;DU MARTRAY;;;86200;LOUDUN;86137;;
IDB;2013;860005677;24;860780048;54;86;54S0000005;11;1;292;PLU10;1;0;;0;0;26860002000393;C.E.C.A.T.;;17;ALL;DE LA PROVIDENCE;;;86000;POITIERS;86194;;
IDB;2013;860005701;24;860780048;54;86;54S0000005;11;1;292;PLU10;1;0;;0;0;26860002000369;HOP. DE JOUR + C.M.P. (INTERSECT.);;29;AV;ROBERT SCHUMAN;;;86000;POITIERS;86194;;
IDB;2013;860005727;24;860780048;54;86;54S0000005;11;1;156;PLU10;1;0;;0;0;26860002000807;C.M.P. & CTRE D'ECOUTE - ESPACE VIENNE;;1;ALL;DE LA PROVIDENCE;;;86000;POITIERS;86194;;
IDB;2013;860005735;24;860780048;54;86;54S0000005;11;1;156;PLU10;1;0;;0;0;26860002000674;CENTRE MEDICO PSYCHO. PRE-MEDARD;;7;R;DES ANCIENNES SERRES;;;86280;ST BENOIT;86214;;
