BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;760781054;CENTRE SSR ASS LADAPT;CTRE SOINS DE SUITE READAPTATION;930019484;09;61;3;109;PNL10;6;1;1;0;77569338501119;23;76;23S0000001;76165;CAUDEBEC-LES-ELBEUF;;0;;6;;1;1;624;R;FAIDHERBE;BP 33;76320;CAUDEBEC LES ELBEUF;REED FONCTIONNELLE PEDIATRIQUE;0;775693385;L'ADAPT;;;;;;;;;;;;;;;775693385;77569338501119;;;0;0;;;;;;;;;
ID;2013;760781070;CENTRE PIERRE JANET CH LE HAVRE;;760780726;14;13;1;355;PUB2;1;0;;0;26760171400053;23;76;23S0000003;76351;LE HAVRE;;0;;6;760780726;2;1;47;R;DE TOURNEVILLE;;76600;LE HAVRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760783035;HOPITAL DE LA CROIX-ROUGE française;;750721334;09;61;3;365;PNL4;6;1;0;0;77567227207954;23;76;23S0000001;76108;BOIS-GUILLAUME - BIHOREL;;0;;6;;2;1;;CHEMI;DE LA BRETEQUE;BP 99;76233;BOIS GUILLAUME CEDEX;;0;;;;;;;;;;;;;;;;;775672272;77567227207954;;;0;0;;;;;;;;;
ID;2013;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;CENTRE REGIONAL D'ALCOOLOGIE;760000851;09;73;2;129;PLU4;0;4;5;0;30081858000023;23;76;23S0000001;76319;GRAND-COURONNE;;0;;6;;2;1;;R;DU MUR CRENELE;;76530;GRAND COURONNE;ET DES ADDICTIONS;0;;;;;;;;;;;;;;;;;;30081858000023;;;0;0;;;;;;;;;
ID;2013;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;;760780239;04;13;1;101;PUB1;1;0;;0;26760168000023;23;76;23S0000001;76108;BOIS-GUILLAUME - BIHOREL;;0;;7;760780239;2;1;147;AV;DU MARECHAL JUIN;BP 100;76230;BOIS GUILLAUME;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760783530;HOPITAL DE OISSEL CHU ROUEN;;760780239;04;13;1;101;PUB1;1;0;;0;26760168000049;23;76;23S0000001;76484;OISSEL;;0;;7;760780239;2;1;;R;PIERRE CURIE;;76350;OISSEL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760783563;INSTITUT DE JOUR ALFRED BINET;;760910919;15;60;3;161;PNL7;7;1;0;0;33290139600033;23;76;23S0000001;76212;DARNETAL;;0;;6;;1;1;1   B;RTE;DE LYONS;;76160;DARNETAL;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760800938;HOPITAL CHATEAU MICHEL CH DIEPPE;;760780023;04;13;1;355;PUB2;1;0;;0;26760161500052;23;76;23S0000002;76217;DIEPPE;;0;;6;760780023;1;1;98;AV;DES CANADIENS;;76200;DIEPPE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;;760780726;04;13;1;355;PUB2;1;0;;0;26760171400020;23;76;23S0000003;76447;MONTIVILLIERS;;0;;6;760780726;2;1;29;R;P MENDES FRANCE;;76290;MONTIVILLIERS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760806950;USLD LAMOUR MANIQUERVILLE CHI FECAMP;CTRE GERONTOLOGIQUE YVON LAMOUR;760780734;04;14;1;362;PUB9;1;0;;0;26760172200098;23;76;23S0000003;76259;FECAMP;;0;;6;760780734;1;2;45;R;DU PROFESSEUR YVON LAMOUR;;76400;FECAMP;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760913137;CTRE DE LUTTE CONTRE ISOLEMENT SUICIDE;;760009001;15;60;3;425;PNL7;7;1;1;0;78112460700040;23;76;23S0000001;76540;ROUEN;;0;;6;;1;1;20;R;DU BAC;;76000;ROUEN;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;760917773;UNITE AUTODIALYSE ASSISTEE ASS ANIDER;ANTENNE ROUEN SUD;140000852;07;60;3;146;PNL5;6;4;1;0;30583781700082;23;76;23S0000001;76498;LE PETIT-QUEVILLY;;0;;6;140000852;1;1;61;BD;CHARLES DE GAULLE;BP 271;76143;LE PETIT QUEVILLY CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;760920603;CTRE DE CONVALESCENCE DE LA ROSERAIE;;760920587;09;73;2;109;PLU10;0;4;5;0;49748883300011;23;76;23S0000003;76552;SAINTE-ADRESSE;;0;;6;;1;1;7;R;CHARLES DALENCOUR;;76310;STE ADRESSE;LA ROSERAIE;0;;;;;;;;;;;;;;;;;449295732;;;;0;0;;;;;;;;;
ID;2013;760920918;CTRE DE CONVALESCENCE MERIDIENNE ROUEN;;760000273;09;73;2;109;PLU10;0;4;5;0;39048776700019;23;76;23S0000001;76540;ROUEN;;0;;6;;1;1;28;R;MERIDIENNE;;76100;ROUEN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760921106;CENTRE DE FORMATION ASS ANIDER;;140000852;07;60;3;146;PNL5;6;4;1;0;30583781700090;23;76;23S0000001;76498;LE PETIT-QUEVILLY;;0;;6;140000852;1;1;61;BD;CHARLES DE  GAULLE;BP 271;76143;LE PETIT QUEVILLY CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;760921718;UDM ET DIALYSE A DOMICILE ASS ANIDER;TERRITOIRE DE ROUEN - ELBEUF;140000852;07;60;3;146;PNL5;6;4;1;0;30583781700108;23;76;23S0000001;76498;LE PETIT-QUEVILLY;;0;;6;140000852;1;1;61;BD;CHARLES DE  GAULLE;BP 271;76143;LE PETIT QUEVILLY CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;760921809;CLINIQUE DE L'EUROPE ROUEN;;760000273;09;73;2;128;PLU4;0;4;5;0;39048776700027;23;76;23S0000001;76540;ROUEN;;0;;5;;2;1;73;BD;DE  L ' EUROPE;BP 2034X;76040;ROUEN CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000131;CENTRE HOSPITALIER DE COULOMMIERS;;770110013;04;13;1;355;PUB2;1;0;;0;26770948300015;11;77;11S0000002;77131;COULOMMIERS;;0;;6;770110013;1;1;4;R;GABRIEL PERI;;77527;COULOMMIERS CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000149;CENTRE HOSPITALIER DE FONTAINEBLEAU;;770110021;04;13;1;355;PUB2;1;0;;0;26770002900015;11;77;11S0000002;77186;FONTAINEBLEAU;;0;;6;770110021;1;1;55;BD;DU MARECHAL JOFFRE;;77305;FONTAINEBLEAU CEDEX;;;;;;;;;;;;;;;;;;;267700029;;;;0;0;;;;;;;;;
ID;2013;770000156;CENTRE HOSPITALIER M JACQUET MELUN;;770110054;04;13;1;355;PUB2;1;0;;0;26770005200017;11;77;11S0000002;77288;MELUN;;0;;6;770110054;1;1;2;R;FRETEAU DE PENY;;77011;MELUN CEDEX;;;;;;;;;;;;;;;;;;;267700052;;;;;0;;;;;;;;;
ID;2013;770000164;CENTRE HOSPITALIER DE MONTEREAU;;770110062;04;13;1;355;PUB2;1;0;;0;26770932700014;11;77;11S0000002;77305;MONTEREAU-FAULT-YONNE;;0;;5;770110062;1;1;1   B;R;VICTOR HUGO;;77875;MONTEREAU CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000172;CTRE.HOSPITALIER LEON BINET DE PROVINS;;770110070;04;13;1;355;PUB2;1;0;;0;26770008600023;11;77;11S0000002;77379;PROVINS;;0;;6;770110070;1;1;;RTE;DE CHALAUTRE;BP 212;77488;PROVINS CEDEX;DIRECTEUR : MR ROCHETTE DE LEMPDES GABRIEL;;;;770018208;GIE IMAGERIE MÉDICALE PROVINOIS;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000180;HOP. LOCAL DE BRIE-COMTE-ROBERT;;770130011;04;13;1;106;PUB2;1;0;;0;26770013600018;11;77;11S0000002;77053;BRIE-COMTE-ROBERT;;;;6;770130011;1;1;17;R;PETIT DE BEAUVERGER;;77255;BRIE COMTE ROBERT CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000214;CENTRE HOSPITALIER DE NEMOURS;;770130052;04;13;1;355;PUB2;1;0;;0;26770007800012;11;77;11S0000002;77333;NEMOURS;;0;;6;770130052;1;1;15;R;DES CHAUDINS;BP 98;77796;NEMOURS CEDEX;DIRECTEUR : MR JEREMY SECHER ET MR STEPHANE BLOT DIRECTEUR DE SITE;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770000420;CTR READAPT FONCT ELLEN POIDATZ;;770700029;09;63;3;109;PNL10;6;1;1;0;78500313800019;11;77;11S0000002;77407;SAINT-FARGEAU-PONTHIERRY;;0;;6;;1;1;1;R;ELLEN POIDATZ;;77310;ST FARGEAU PONTHIERRY;;0;;;;;;;;;;;;;;;;;;78500313800019;;;0;0;;;;;;;;;
ID;2013;770000446;C.H. DE MEAUX;;770700185;04;13;1;355;PUB2;1;0;;0;26770933500017;11;77;11S0000002;77284;MEAUX;;0;;6;770700185;2;1;6-8;RUE;SAINT FIACRE;BP 218;77104;MEAUX CEDEX;6-8;;;;770013779;CENTRE DE MEDECINE NUCLEAIRE;;;;;;;;;;;;;267709335;26770933500017;;;0;0;;;;;;;;;
ID;2013;770001873;NEPHROCARE ILE DE FRANCE PONTAULT;;940000060;07;75;2;146;PLU5;0;4;5;0;39407390200113;11;77;11S0000002;77373;PONTAULT-COMBAULT;;0;;6;940000060;1;1;5;R;DU FORT;;77340;PONTAULT COMBAULT;;0;;;;;;;;;;;;;;;;;394073902;39407390200113;;;0;0;;;;;;;;;
ID;2013;770003788;CTRE RADIOTHÉRAPIE GCS MELUNAIS SIÈGE;;770003739;09;89;3;696;PNL10;7;9;x;0;44433579800013;11;77;11S0000002;77288;MELUN;;0;;5;;1;1;41;RTE;DE CORBEIL;;77000;MELUN;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770006138;CLINIQUE PSY DU PAYS DE SEINE;;310021217;15;73;2;161;PLU7;0;4;5;0;43818857500023;11;77;11S0000002;77037;BOIS-LE-ROI;;0;;5;;1;1;8;R;DE L'ISLE SAINT PIERRE;;77590;BOIS LE ROI;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770014603;NEPHROCARE ILE DE FRANCE LAGNY;;940000060;07;75;2;146;PLU5;0;4;5;0;39407390200170;11;77;11S0000002;77243;LAGNY-SUR-MARNE;;0;;6;940000060;1;1;22;R;VACHERESSE;;77400;LAGNY SUR MARNE;;0;;;;;;;;;;;;;;;;;394073902;39407390200170;;;0;1;;;;;;;;;
ID;2013;770016087;CENTRE D'HEMODIALYSE DE MONTEREAU;;770016137;07;75;2;141;PLU5;0;4;5;0;42372482200022;11;77;11S0000002;77305;MONTEREAU-FAULT-YONNE;;0;;6;770016137;1;1;2;PKG;DE LA FAIENCERIE;;77130;MONTEREAU FAULT YONNE;;1;498723873;DIAVERUM HOLDING FRANCE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770016160;UNITE D'AUTODIALYSE AURA;;750806853;07;60;3;146;PNL5;6;4;1;0;77569483900330;11;77;11S0000002;77288;MELUN;;0;;6;750806853;1;1;41;AV;DE CORBEIL;;77000;MELUN;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770016467;Clinique des Pays de Meaux;;750043994;09;75;2;109;PLU10;0;4;5;0;30116075000628;11;77;11S0000002;77276;MAREUIL-LES-MEAUX;;0;;6;;1;2;850;RUE;des Madeleines;ZAC HAUTE BORNE;77100;MAREUIL LES MEAUX;ZAC LA HAUTE BORNE;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770016475;H.A.D. CENTRE 77;;770014207;09;60;3;127;PNL10;7;4;1;0;31187762500039;11;77;11S0000002;77131;COULOMMIERS;;0;;6;;1;1;7;R;DOCTEUR ARBELTIER;;77120;COULOMMIERS;SITE ABEL LEBLANC;0;;;;;;;;;;;;;;;;;311877625;;;;0;0;;;;;;;;;
ID;2013;770016491;CLINIQUE DE MONTEVRAIN;;770016483;09;75;2;109;PLU10;0;4;5;0;49213902700022;11;77;11S0000002;77307;MONTEVRAIN;;0;;6;;1;1;15/17;RTE;DE PROVINS;;77144;MONTEVRAIN;ZAC DE MONTÉVRAIN-VAL D'EUROPE;1;383699048;GENERALE DE SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770019032;CENTRE HOSPITALIER DE MARNE LA VALLEE;;770170017;04;13;1;355;PUB2;1;0;;0;26770934300219;11;77;11S0000002;77237;JOSSIGNY;;1;770170017;6;770170017;1;1;2;COURS;DE LA GONDOIRE;;77600;JOSSIGNY;2-4;;;;;;;;;;;;;;;;;;267709343;26770934300219;;;;1;1;;;;;;;;
ID;2013;770150019;CENTRE MEDICAL DE FORCILLES;;770019792;09;60;3;129;PNL4;6;1;1;0;78493591800010;11;77;11S0000002;77180;FEROLLES-ATTILLY;;0;;6;;2;1;;;;;77150;FEROLLES ATTILLY;HOPITAL ESPIC;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770150027;C.M.P.A. NEUFMOUTIERS;;750720575;09;63;3;109;PNL10;6;1;1;0;77568300600081;11;77;11S0000002;77336;NEUFMOUTIERS-EN-BRIE;;0;;6;;1;1;19;R;DU DOCTEUR LARDANCHET;;77610;NEUFMOUTIERS EN BRIE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770150043;BTP RESIDENCES MEDICO-SOCIALES;RESIDENCE LE PARC;750808529;09;46;3;109;PNL10;7;1;1;0;77567053201972;11;77;11S0000002;77373;PONTAULT-COMBAULT;;0;;6;;1;1;24;R;DES BERCHERES;;77342;PONTAULT COMBAULT CEDEX;;0;;;;;;;;;;;;;;;;;488411844;;;;;0;;;;;;;;;
ID;2013;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;;770004299;09;72;2;365;PLU4;0;4;5;0;74695129200018;11;77;11S0000002;77055;BROU-SUR-CHANTEREINE;;;;6;;2;1;77;R;CURIE;;77177;BROU SUR CHANTEREINE;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770300093;POLYCLINIQUE DE LAGNY-SUR-MARNE;;770000271;09;73;2;365;PLU4;0;4;5;0;38420842700029;11;77;11S0000002;77243;LAGNY-SUR-MARNE;;0;;5;;2;1;2, 4;;cours de la gondoire;CS 70412 JOSSIGNY;77607;MARNE LA VALLEE CEDEX 03;;0;;;;;;;;;;;;;;;;;384208427;38420842700029;;;0;0;;;;;;;;;
ID;2013;770300135;CLINIQUE MEDICO-CHIRURG. LES FONTAINES;;770000289;09;73;2;365;PLU4;0;4;5;0;78645024700022;11;77;11S0000002;77288;MELUN;;0;;6;;2;1;54;BD;ARISTIDE BRIAND;;77007;MELUN CEDEX;;1;339682908;GROUPE SAINT GATIEN;;;;;;;;;;;;;;;;78645024700022;;;;0;;;;;;;;;
ID;2013;770300143;POLYCLINIQUE SAINT-JEAN;;770000362;09;75;2;365;PLU4;0;4;5;0;30410033200036;11;77;11S0000002;77288;MELUN;;0;;6;;2;1;41;AV;DE CORBEIL;;77000;MELUN;;0;;;;;;;;;;;;;;;;;304100332;30410033200036;;;0;0;;;;;;;;;
ID;2013;770300176;CLINIQUE LA FRANCILIENNE;;770000040;09;73;2;365;PLU4;0;4;5;0;78675058800018;11;77;11S0000002;77373;PONTAULT-COMBAULT;;;;2;;2;;16;AV;JACQUES HEUCLIN;;77340;PONTAULT COMBAULT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;2013;770300192;CLINIQUE SAINT-BRICE;;770000313;09;73;2;128;PLU4;0;4;5;0;34698010500016;11;77;11S0000002;77403;SAINT-BRICE;;0;;5;;2;1;;RTE;DE PROVINS;;77160;ST BRICE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770300218;INSTITUT MÉDICAL DE SERRIS;;770017390;09;72;2;109;PLU10;0;4;5;0;45075411400038;11;77;11S0000002;77449;SERRIS;;;;5;;1;1;2;CRS;DU RHIN;;77700;SERRIS;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770300259;CLINIQUE LES TROIS SOLEILS;;770000347;09;75;2;109;PLU10;0;4;5;0;78490041700014;11;77;11S0000002;77040;BOISSISE-LE-ROI;;0;;6;;1;1;19;Rue;DU CHATEAU;;77310;BOISSISE LE ROI;;0;;;;;;;;;;;;;;;;;784900417;;;;;0;;;;;;;;;
ID;2013;770300275;POLYCLINIQUE DE LA FORET;;770000354;09;73;2;365;PLU4;0;4;5;0;90705070200014;11;77;11S0000002;77186;FONTAINEBLEAU;;0;;6;;2;1;4;RUE;LAGORSSE;;77300;FONTAINEBLEAU;;0;;;;;;;;;;;;;;;;;907050702;;;;;0;;;;;;;;;
ID;2013;770300283;CLINIQUE DE L'ERMITAGE;;770000362;09;75;2;128;PLU4;0;4;5;0;30410033200028;11;77;11S0000002;77152;DAMMARIE-LES-LYS;;0;;6;;2;1;186;R;PIERRE CURIE;;77190;DAMMARIE LES LYS;;0;;;;;;;;;;;;;;;;;304100332;30410033200028;;;0;0;;;;;;;;;
ID;2013;770310019;CLINIQUE DE PERREUSE;;770000370;15;73;2;161;PLU7;0;4;5;0;74595063400014;11;77;11S0000002;77183;LA FERTE-SOUS-JOUARRE;;;;6;;1;1;;CHT;DE PERREUSE;B.P. 31;77640;JOUARRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770310027;CLINIQUE DE L'ANGE GARDIEN;;770000388;15;71;2;161;PLU7;0;4;5;0;31352348200021;11;77;11S0000002;77078;CHAMIGNY;;0;;6;;1;1;;RUE;LEOPOLD BELLAN;;77260;CHAMIGNY;;1;;RAMSAYSANTE;;;;;;;;;;;;;;;313523482;;;;0;0;;;;;;;;;
ID;2013;770420024;ETABLISSEMENT DE SOINS DE SUITE ET DE READAPTATION;LE PRIEURE;750042590;09;40;3;109;PNL10;6;1;4;0;42386883500103;11;77;11S0000002;77014;AVON;;0;;6;;1;2;4;R;BEZOUT;BP 80097;77212;AVON CEDEX;;1;423868835;UGECAM Ile de France;;;;;;;;;;;;;;;423868835;42386883500103;;;0;0;;;;;;;;;
ID;2013;770510055;MAIS DE REPOS SPECIALISEE CHANTEMERLE;;750719270;15;60;3;430;PNL7;6;1;1;0;77567089600023;11;77;11S0000002;77037;BOIS-LE-ROI;;0;;6;;1;1;5;QU;DE LA RUELLE;;77590;BOIS LE ROI;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770630028;CTRE REEDUCATION FCTIONNELLE INFANTILE;;750042590;09;40;3;109;PNL10;6;1;4;0;42386883500145;11;77;11S0000002;77037;BOIS-LE-ROI;;0;;6;;1;2;34;AV;ALFRED ROLL;;77590;BOIS LE ROI;CHATEAU DE BROLLES;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770700011;CENTRE READAPTATION COUBERT;;750042590;09;40;3;109;PNL10;6;1;4;0;42386883500111;11;77;11S0000002;77127;COUBERT;;;;6;;1;2;;RTE;DE LIVERDY;CD 96;77170;COUBERT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770701225;SSR LE BRASSET;;750721334;09;61;3;109;PNL10;6;1;3;0;77567227216963;11;77;11S0000002;77284;MEAUX;;0;;6;;1;1;14;R;LOUIS BRAILLE;;77100;MEAUX;;1;775672272;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770790707;CLINIQUE DE TOURNAN;;770000719;09;73;2;365;PLU4;0;4;5;0;32711362700019;11;77;11S0000002;77470;TOURNAN-EN-BRIE;;;;6;;2;2;2;R;JULES LEFEBVRE;;77220;TOURNAN EN BRIE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770803708;UNITE D'AUTODIALYSE AURA;;750806853;07;60;3;146;PNL5;6;4;1;0;77569483900314;11;77;11S0000002;77284;MEAUX;;0;;6;750806853;1;1;45;R;DE LA CRECHE;;77100;MEAUX;RESIDENCE DU PARVIS;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;LES GRANDS PRES;770000925;09;75;2;109;PLU10;0;4;5;0;38962736500023;11;77;11S0000002;77510;VILLENEUVE-SAINT-DENIS;;0;;6;;1;1;27;R;SAINTE CHRISTINE;;77174;VILLENEUVE ST DENIS;;;;;;;;;;;;;;;;;;;389627365;;;;;0;;;;;;;;;
ID;2013;770809028;UNITE D'AUTODIALYSE ALFADIAL;;770815777;07;75;2;146;PLU5;0;4;5;0;33465585900026;11;77;11S0000002;77014;AVON;;;;6;770815777;1;1;38;AV;FRANKLIN ROOSEVELT;;77210;AVON;RESIDENCE -LE SAVOY-;1;;DIAVERM HOLDING FRANCE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;770813400;CLINIQUE SAINT FARON;;770001014;09;73;2;365;PLU4;0;4;5;0;74575133900029;11;77;11S0000002;77276;MAREUIL-LES-MEAUX;;0;;6;;2;2;1143;R;CHARLES DE GAULLE;LIEU DIT LES MONTAUBANS;77100;MAREUIL LES MEAUX;;0;;;;;;;;;;;;;;;;;745751339;74575133900029;;;0;0;;;;;;;;;
ID;2013;770813426;UNITE D'AUTODIALYSE;;770813418;07;61;3;146;PNL5;7;4;1;0;34771819900024;11;77;11S0000002;77379;PROVINS;;0;;6;770813418;1;1;;RTE;DES GRATTONS;BP 212;77160;PROVINS;CENTRE HOSPITALIER LEON BINET;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770813459;NEPHROCARE ILE DE FRANCE CHELLES;;940000060;07;75;2;146;PLU5;0;4;5;0;39407390200147;11;77;11S0000002;77108;CHELLES;;0;;6;940000060;1;1;1;R;DE LA LIBERTE;;77500;CHELLES;;0;;;;;;;;;;;;;;;;;394073902;39407390200147;;;0;0;;;;;;;;;
ID;2013;770813814;USLD CENTRE HOPITALIER DE JOUARRE;;770130037;04;14;1;362;PUB9;1;0;;0;26770009400076;11;77;11S0000002;77238;JOUARRE;;0;;6;770130037;1;1;18;R;PETIT HUET;;77640;JOUARRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770814622;ANNEXE D'ORGEMONT MOYEN SEJOUR;SOINS DE SUITE ET DE READAPTION;770700185;04;13;1;355;PUB2;1;0;;0;26770933500025;11;77;11S0000002;77284;MEAUX;;0;;6;770700185;2;1;2   B;R;D'ORGEMONT;;77100;MEAUX;;;;;770013779;CENTRE DE MEDECINE NUCLEAIRE;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;770814986;NEPHROCARE ILE DE FRANCE COULOMMIERS;;940000060;07;75;2;146;PLU5;0;4;5;0;39407390200162;11;77;11S0000002;77131;COULOMMIERS;;0;;6;940000060;1;1;7;R;DU DR ARBELTIER;;77120;COULOMMIERS;C.H. COULOMMIERS;0;;;;;;;;;;;;;;;;;394073902;39407390200162;;;0;0;;;;;;;;;
ID;2013;780000287;C.H. FRANCOIS QUESNAY MANTES;;780110011;04;13;1;355;PUB2;1;0;;0;26780238700071;11;78;11S0000003;78361;MANTES-LA-JOLIE;;0;;6;780110011;1;1;2;BD;SULLY;;78201;MANTES LA JOLIE CEDEX;;;;;;;;;;;;;;;;;;;267802387;26780238700071;;;0;0;;;;;;;;;
ID;2013;780000295;CHI DE MEULAN / LES MUREAUX;;780002697;04;14;1;355;PUB2;1;0;;0;26780577800011;11;78;11S0000003;78401;MEULAN-EN-YVELINES;;0;;6;780002697;1;1;1;R;DU FORT;;78250;MEULAN EN YVELINES;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780000303;HÔP. GÉRONTOLOGIQUE & MED-SOC PLAISIR;;780110037;04;11;1;355;PUB2;1;0;;0;26780009200012;11;78;11S0000003;78490;PLAISIR;;0;;6;780110037;1;1;220;R;MANSART;BP 19;78375;PLAISIR CEDEX;BP 19;;;;780824587;USLD;780805966;EHPAD;780001533;FAM (Foyer d'Accueil Médicalisé);780001483;MAS (Maison d'Accueil Spécialisée);780002531;Foyer de Vie;780018529;FAMPHV (Foyer d'Accueil Médicalisé pour Personnes;780010328;Accue;267800092;26780009200012;;;0;0;;;;;;;;;
ID;2013;780000311;C.H. INT. DE POISSY/ST GERMAIN EN LAYE;HOPITAL DE POISSY;780001236;04;14;1;355;PUB2;1;0;;0;26780580200159;11;78;11S0000003;78498;POISSY;;0;;5;780001236;2;1;10;R;DU CHAMP GAILLARD;B.P. 3082;78303;POISSY CEDEX;LEON TOUHLADJAN;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000329;CENTRE HOSPITALIER DE RAMBOUILLET;;780110052;04;13;1;355;PUB2;1;0;;0;26780007600064;11;78;11S0000003;78517;RAMBOUILLET;;0;;6;780110052;1;1;5;R;PIERRE ET MARIE CURIE;;78514;RAMBOUILLET CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000337;CH INTERCOMMUNAL SITE DE ST-GERMAIN;;780001236;04;14;1;355;PUB2;1;0;;0;26780580200019;11;78;11S0000003;78551;SAINT-GERMAIN-EN-LAYE;;0;;6;780001236;2;1;20;R;ARMAGIS;B.P. 231;78101;ST GERMAIN EN LAYE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000345;CH DE VERSAILLES-HOPITAL RICHAUD;;780110078;04;13;1;355;PUB2;1;0;;0;26780271800010;11;78;11S0000003;78646;VERSAILLES;;0;;6;780110078;1;1;1;R;RICHAUD;;78011;VERSAILLES CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000352;HOPITAL DU VESINET;;780110094;04;11;1;355;PUB2;1;0;;0;26780240300019;11;78;11S0000003;78650;LE VESINET;;0;;6;780110094;1;1;72;AV;DE LA PRINCESSE;;78115;LE VESINET CEDEX;;;;;;;;;;;;;;;;;;;267802403;26780240300019;;;0;0;;;;;;;;;
ID;2013;780000360;LONG SEJOUR DE L'HOPITAL GERONTOLOGIQUE DE CHEVREUSE;;780130019;04;13;1;362;PUB9;1;0;;0;26780249400018;11;78;11S0000003;78160;CHEVREUSE;;0;;6;780130019;1;1;1;R;JEAN MERMOZ;BP 34;78460;CHEVREUSE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
